datetime,load_mw_mean,load_mw_max,load_mw_min,load_mw_std,la_temp_mean,la_temp_max,la_temp_min,la_temp_std,la_rhum_mean,la_rhum_max,la_rhum_min,la_rhum_std,la_prcp_sum,la_prcp_max,la_wspd_mean,la_wspd_max,la_wspd_std,sf_temp_mean,sf_temp_max,sf_temp_min,sf_temp_std,sf_rhum_mean,sf_rhum_max,sf_rhum_min,sf_rhum_std,sf_prcp_sum,sf_prcp_max,sf_wspd_mean,sf_wspd_max,sf_wspd_std,sd_temp_mean,sd_temp_max,sd_temp_min,sd_temp_std,sd_rhum_mean,sd_rhum_max,sd_rhum_min,sd_rhum_std,sd_prcp_sum,sd_prcp_max,sd_wspd_mean,sd_wspd_max,sd_wspd_std,target_load_mw_mean,year,month,day,day_of_week,day_name,day_of_year,is_weekend
2025-01-15,24563.074263954153,28223.627999,21652.006842,1940.1178791770844,12.016666666666666,21.8,5.3,5.249154521292528,28.125,43,12,9.60213970719661,0.0,0.0,8.591666666666667,12.4,1.4556984478299393,10.145833333333334,15.2,5.6,3.1876090490013604,61.0,82,39,12.884098726725124,0.0,0.0,5.816666666666666,10.2,2.5487706613302756,13.266666666666666,22.2,4.4,6.136609081120676,25.583333333333332,43,11,10.307939812998802,0.0,0.0,5.175,16.6,5.9681218369659295,24563.074263954153,2025,1,15,2,Wednesday,15,0
2025-01-16,24595.702329999996,27593.288814,21309.399808,1929.3916686848422,12.595833333333333,20.4,5.1,4.954355059739966,25.125,35,13,7.023640205700349,0.0,0.0,7.416666666666667,13.6,2.579630352128612,10.083333333333334,16.7,5.8,3.3510110955230865,65.625,86,44,13.758199136451726,0.0,0.0,5.3125,13.0,3.5798120548188126,11.316666666666668,20.0,5.0,4.632181068273924,49.583333333333336,75,23,14.524092927350706,0.0,0.0,3.475,13.0,4.920167017313626,24595.702329999996,2025,1,16,3,Thursday,16,0
2025-01-17,24804.472772453315,28455.5365099999,21412.11717,2094.1998459812335,11.391666666666666,16.3,7.2,3.1798163286671093,72.875,95,42,19.382449479518492,0.0,0.0,7.354166666666667,10.9,2.0442877289756884,9.891666666666667,16.1,6.3,2.8684061119702706,74.79166666666667,94,44,15.365062477176464,0.0,0.0,8.241666666666667,20.0,4.1265752372161835,12.566666666666668,16.1,8.3,2.774365053354617,73.20833333333333,86,56,10.008601373282648,0.0,0.0,6.516666666666667,14.8,5.008485553161942,24804.472772453315,2025,1,17,4,Friday,17,0
2025-01-18,22636.948471908316,24938.554499,20684.709003,1278.5589385041421,11.491666666666667,17.0,7.0,3.208401561480443,73.08333333333333,89,46,14.972196454317137,0.0,0.0,6.608333333333333,11.7,2.431838929639491,10.170833333333333,12.6,7.4,1.4054178294593813,80.08333333333333,91,70,5.003621876606778,0.0,0.0,8.575000000000001,20.2,4.462622547336935,13.104166666666666,16.7,9.4,2.287675707989998,67.70833333333333,77,54,7.520864697433497,0.0,0.0,7.116666666666667,14.8,4.393638352324244,22636.948471908316,2025,1,18,5,Saturday,18,1
2025-01-19,22765.598027728734,25420.532794,20445.057523,1438.460214857788,10.6625,15.6,6.0,3.2396742321466183,82.875,97,60,13.854249073526303,0.0,0.0,5.25,12.1,3.687581981402612,8.908333333333333,13.0,5.6,2.1139118213411363,84.375,93,61,8.484320576933309,0.0,0.0,6.575,14.7,4.225826392038861,12.204166666666666,17.2,7.8,3.068986402093024,73.25,86,54,10.835729946720745,0.0,0.0,4.779166666666667,20.5,6.864272922431274,22765.598027728734,2025,1,19,6,Sunday,19,1
2025-01-20,23943.760992049993,26938.90771,20650.0157909999,1921.8033349856032,11.879166666666668,21.0,6.8,4.387926039433234,71.25,93,11,27.774323456715567,0.0,0.0,7.825,11.8,2.2275449539210497,10.333333333333334,16.8,5.6,3.3209043643413527,70.16666666666667,93,27,24.069946382170844,0.0,0.0,12.291666666666666,36.7,9.39055569345521,14.5875,18.9,11.1,1.8238307749493023,64.875,80,48,8.226745883159808,0.0,0.0,7.925000000000001,18.4,5.406216228846519,23943.760992049993,2025,1,20,0,Monday,20,0
2025-01-21,24886.72065564332,28005.00685,21779.609098,2010.5507060625173,12.291666666666666,20.9,4.7,5.546712043432003,15.416666666666666,23,7,5.531857669477978,0.0,0.0,9.4375,15.3,2.3695188467740427,10.15,17.0,4.3,3.9115214431215892,48.458333333333336,66,28,11.628223411602692,0.0,0.0,7.125,16.7,4.252288386473704,14.716666666666667,20.6,7.2,4.018724291057577,17.833333333333332,54,7,10.461800770532712,0.0,0.0,10.270833333333334,22.3,6.238901740493773,24886.72065564332,2025,1,21,1,Tuesday,21,0
2025-01-22,24839.361700817903,27816.293894,21773.546007,1866.3497311044594,14.141666666666666,24.2,7.6,5.571738989069646,12.458333333333334,16,7,3.0213611482915765,0.0,0.0,7.3999999999999995,9.0,1.196734687824949,9.770833333333334,16.4,4.4,3.852777560090413,59.708333333333336,81,40,12.885715605532608,0.0,0.0,5.083333333333333,10.8,2.4683503850119024,13.554166666666667,21.1,6.7,5.118591787206514,35.416666666666664,59,10,12.693430915469508,0.0,0.0,2.558333333333333,13.0,4.389306835111168,24839.361700817903,2025,1,22,2,Wednesday,22,0
2025-01-23,24307.665641693322,27005.497617,21042.220002,1958.058645887999,15.091666666666667,25.0,7.4,6.026673800816606,15.416666666666666,29,6,6.021098171297807,0.0,0.0,7.920833333333333,11.3,1.589634676835248,12.533333333333333,18.9,8.3,3.2154067518294087,49.958333333333336,66,34,9.534738165469358,0.0,0.0,7.458333333333333,15.9,3.871402022935413,13.670833333333334,24.4,5.6,6.599636298718462,47.625,83,9,24.833029372714215,0.0,0.0,3.7916666666666665,14.8,5.010069570519882,24307.665641693322,2025,1,23,3,Thursday,23,0
2025-01-24,24254.190330604146,27177.9778234,21219.9543219999,1793.094702622927,15.416666666666666,23.4,8.1,5.321626644638605,11.5,15,6,3.230291412348993,0.0,0.0,8.675,10.8,1.4679918255903202,11.145833333333334,18.3,5.3,3.719277532306354,62.625,82,34,13.464324843016113,0.0,0.0,5.254166666666666,11.2,2.8574812817168755,14.016666666666666,25.0,5.0,6.6375523688537,28.666666666666668,63,7,18.018509002319437,0.0,0.0,3.641666666666667,14.8,4.806509776530581,24254.190330604146,2025,1,24,4,Friday,24,0
2025-01-25,22699.62938691666,26053.060779,20316.567739,1558.7436247873309,12.833333333333334,20.2,9.7,2.917960375608824,44.958333333333336,60,11,13.753984929803993,0.2,0.2,10.266666666666667,17.8,4.703159591692328,11.416666666666666,14.6,8.6,1.6520518642944721,72.125,90,38,17.245824951589576,0.2,0.2,12.262500000000001,18.4,2.5835285106259986,12.408333333333333,19.4,6.1,4.1784037587354455,50.5,74,13,18.55895424340217,0.0,0.0,7.5125,25.9,8.231134556484697,22699.62938691666,2025,1,25,5,Saturday,25,1
2025-01-26,22805.80708570831,26294.3421929999,20158.705709,1850.4373778751797,10.783333333333333,14.3,8.5,1.6459876555791177,84.54166666666667,96,60,9.864204794705143,8.9,1.5,10.216666666666667,14.3,2.6452034797488375,10.512500000000001,14.5,8.6,1.9636506596244347,55.25,75,34,13.009194073223084,0.3,0.3,16.5625,27.4,6.81748471403398,14.633333333333333,16.1,13.3,0.8785693245106008,71.29166666666667,80,54,6.577161847713226,5.2,2.1,9.766666666666667,18.4,4.78245586053557,22805.80708570831,2025,1,26,6,Sunday,26,1
2025-01-27,24782.364604212078,27741.111204,21078.407647,2253.609483587033,9.266666666666667,13.4,5.2,2.5294210828750416,81.5,94,59,11.401754250991383,6.1,1.7,9.033333333333333,14.7,2.5378297244190615,8.854166666666666,15.2,3.2,3.838249053553124,54.875,70,31,12.431770310115862,0.0,0.0,6.3625,10.3,2.2580893231456436,12.825000000000001,15.6,10.6,1.8154529917399111,74.0,89,53,11.69912668609889,7.8,3.8,9.841666666666667,16.6,4.069816432850682,24782.364604212078,2025,1,27,0,Monday,27,0
2025-01-28,24898.72595403332,28340.253436,22288.555904,2141.0140401403246,9.1625,14.9,4.9,3.419231098412014,81.04166666666667,91,65,9.98468029431639,0.0,0.0,7.4875,12.4,1.8937683849014306,9.433333333333334,14.8,5.3,3.220810951981782,64.66666666666667,81,34,12.352315983042512,0.0,0.0,8.275,18.2,4.5806065670104354,10.929166666666667,15.6,6.7,3.1801666850854753,70.33333333333333,85,53,9.653414204161212,0.0,0.0,4.558333333333334,14.8,5.25951863119469,24898.72595403332,2025,1,28,1,Tuesday,28,0
2025-01-29,24872.105620074977,27583.5528692,21875.321456,1931.7846825206045,10.525,14.9,5.9,2.8318453040529867,82.0,94,60,12.48651446474399,0.0,0.0,7.095833333333334,12.9,2.200094694931713,11.020833333333334,15.7,9.2,1.638923073417331,73.79166666666667,87,59,8.697721674027093,0.0,0.0,12.700000000000001,19.7,4.150641647619862,13.950000000000001,16.7,11.7,1.7290359213710118,68.45833333333333,77,52,7.751460825388739,0.0,0.0,9.258333333333333,14.8,3.0167527411853423,24872.105620074977,2025,1,29,2,Wednesday,29,0
2025-01-30,25387.3156279583,28253.654625,21737.572038,2151.5906673547865,10.216666666666667,14.0,7.1,2.3403208005047857,83.625,96,64,11.552573588674477,0.0,0.0,7.120833333333334,12.6,2.2590839171946526,11.6875,15.1,8.7,1.312916600550089,67.875,81,59,5.37556872623119,0.0,0.0,8.15,15.2,4.118252056394801,13.950000000000001,16.7,11.1,1.4920076931845028,69.0,80,54,8.010862191017788,0.0,0.0,5.925,16.6,6.086281794902084,25387.3156279583,2025,1,30,3,Thursday,30,0
2025-01-31,25773.295996208322,29173.902359,22058.648637,2158.412167786224,9.9125,15.7,4.6,3.7280735787663377,81.91666666666667,95,58,13.360931582551537,0.0,0.0,5.770833333333333,12.0,2.4156157135112197,9.416666666666666,11.5,8.2,1.1794127745423246,82.25,95,69,5.227435983015168,2.9,0.7,10.933333333333332,19.5,3.904809372028814,11.616666666666667,16.1,6.1,3.491314274355553,71.91666666666667,89,56,10.635938529617261,0.0,0.0,5.9375,20.5,7.024665395094878,25773.295996208322,2025,1,31,4,Friday,31,0
2025-02-01,23089.789938445814,24958.3010789999,20699.018483,1245.6942189942838,11.479166666666666,19.1,7.3,4.071425256981689,79.58333333333333,97,49,18.86085586758913,0.0,0.0,6.066666666666666,12.7,2.6465180843921114,13.520833333333334,16.1,12.4,1.2057756538992785,89.75,94,85,2.801397166943047,11.0,1.4,13.5,21.8,3.8691646104306154,12.883333333333333,18.9,8.3,3.598026834453749,75.20833333333333,90,52,12.99491260544635,0.0,0.0,7.429166666666667,20.5,6.589548982828904,23089.789938445814,2025,2,1,5,Saturday,32,1
2025-02-02,22048.922947271236,25009.216754,19360.343377,1692.1778972161978,14.191666666666668,21.5,10.1,3.75104816269274,76.0,90,48,15.430066640223542,0.0,0.0,6.325,10.8,2.0483821824106436,15.695833333333333,16.7,14.7,0.6293400039562961,87.58333333333333,93,84,2.586195235689189,2.4,0.9,20.516666666666666,23.6,1.562235484856534,14.183333333333332,17.8,10.0,2.6837136286458936,76.91666666666667,90,52,10.741697164369064,0.0,0.0,4.875,13.0,5.092129476819658,22048.922947271236,2025,2,2,6,Sunday,33,1
2025-02-03,24119.831490313863,27306.163987,19955.31919,2380.8622140479356,12.820833333333333,17.9,9.4,2.623469187871309,86.91666666666667,100,63,13.802698748926717,0.0,0.0,6.104166666666667,13.2,3.1878136390167873,15.0375,16.8,13.5,1.0055552219285764,80.83333333333333,89,68,5.9393065520177215,0.7000000000000001,0.2,19.8,33.8,6.542636086205753,13.658333333333333,18.3,11.1,2.032757105331418,86.04166666666667,97,61,10.630060602169538,0.0,0.0,8.483333333333333,20.5,5.6014490878752055,24119.831490313863,2025,2,3,0,Monday,34,0
2025-02-04,25067.750727464165,27950.28993974,20776.284585,2515.1663826935155,12.816666666666668,18.0,8.5,2.9310432430712487,79.54166666666667,95,49,15.477835953294683,0.0,0.0,7.541666666666667,14.9,2.8224128848830077,14.1,15.9,12.5,1.1732526322708314,85.33333333333333,95,67,9.191993996037445,27.1,3.5,28.958333333333332,42.1,5.393145139225684,14.183333333333332,16.7,12.2,1.1838282288247388,79.625,90,62,7.631812708484864,0.0,0.0,6.925,14.8,4.778143172186561,25067.750727464165,2025,2,4,1,Tuesday,35,0
2025-02-05,24457.331430752485,27830.381643,21072.711617,2090.0978059194813,13.612499999999999,16.6,11.9,1.4152315834458364,84.625,94,60,9.253965072617111,9.700000000000001,1.1,11.591666666666667,15.4,1.9203524736850808,8.991666666666667,15.2,4.7,2.927963629298143,80.66666666666667,96,56,12.362871014054333,10.5,3.7,17.758333333333333,43.0,13.700171902021069,14.720833333333333,21.1,10.0,3.2889775293251544,72.58333333333333,86,51,11.537902253260654,0.0,0.0,5.3374999999999995,22.3,6.578212556217882,24457.331430752485,2025,2,5,2,Wednesday,36,0
2025-02-06,25688.049927570824,29126.533626,21376.58374,2728.6727138430483,14.533333333333333,17.3,13.3,1.2879598517462196,89.875,98,70,10.10945532442385,1.9,0.4,7.3500000000000005,12.7,2.5820450270549373,10.158333333333333,15.8,7.4,2.6819714790602744,77.16666666666667,95,54,12.815298828274384,17.3,3.7,15.491666666666667,39.8,9.561422336736793,15.791666666666666,18.9,13.9,1.3849867890334187,85.08333333333333,97,60,8.032091430855555,0.2,0.2,7.054166666666667,20.5,5.861812983137158,25688.049927570824,2025,2,6,3,Thursday,37,0
2025-02-07,24297.209823229165,27040.411834,20790.62957,1943.1156263953467,14.670833333333334,16.4,13.6,0.7726178911966126,90.91666666666667,99,70,10.218979216726302,15.200000000000001,2.6,12.875,16.8,2.398414331250509,12.370833333333332,15.8,10.0,1.8997663853328337,86.66666666666667,96,69,6.294695259168397,7.7,1.5,18.204166666666666,49.1,14.358802153221635,16.0625,16.7,15.0,0.6020345938348669,89.08333333333333,96,78,5.140771949025171,3.9,1.3,10.116666666666667,16.6,3.4277215993016177,24297.209823229165,2025,2,7,4,Friday,38,0
2025-02-08,22295.188019533325,25127.701208,18995.091251,1839.9872921193607,11.9,16.5,7.8,2.7734768636214513,85.08333333333333,99,59,13.96553729306746,0.0,0.0,8.320833333333333,16.6,4.074307534300519,9.358333333333333,14.0,5.4,2.559707297578253,81.125,93,57,11.621990026407396,0.0,0.0,12.404166666666667,24.9,6.357363356028954,13.725,17.2,10.0,2.192725126015769,79.20833333333333,90,62,9.802303042017025,0.0,0.0,5.0249999999999995,16.6,6.105539181403406,22295.188019533325,2025,2,8,5,Saturday,39,1
2025-02-09,21565.794563430394,24070.4654529999,19464.58689,1521.2433312627638,12.049999999999999,19.6,7.1,4.148441299740338,74.375,92,41,17.29491631765771,0.0,0.0,6.283333333333334,11.6,2.080900028241682,8.654166666666667,13.4,3.6,3.2984817543921583,76.58333333333333,94,45,15.939877984003747,0.0,0.0,7.870833333333334,19.3,5.386737269052308,13.929166666666667,19.4,10.6,2.6669440526021817,76.29166666666667,89,54,10.547940935131106,0.0,0.0,6.091666666666666,18.4,6.584033167718947,21565.794563430394,2025,2,9,6,Sunday,40,1
2025-02-10,23914.659499370824,26996.427423,21001.5806529999,1953.9893073957087,11.716666666666667,16.8,7.8,3.1568650749516176,77.16666666666667,95,55,14.403099505395316,0.0,0.0,7.666666666666667,11.6,2.5211568543146963,8.170833333333333,13.4,3.2,3.511531211490988,69.91666666666667,88,46,15.486085385910478,0.0,0.0,8.4625,16.9,4.089415021417037,13.970833333333333,16.7,11.7,1.7114649627849756,77.54166666666667,93,54,12.437597862115908,0.0,0.0,6.016666666666667,16.6,6.0248519135087575,23914.659499370824,2025,2,10,0,Monday,41,0
2025-02-11,25181.413043714583,28281.008778,21509.157269,2091.6337828158794,11.204166666666666,15.4,7.3,2.7198911689651286,75.45833333333333,89,55,11.810014787262647,0.0,0.0,8.9125,18.2,3.7284234341538816,8.279166666666667,12.6,3.9,2.933906605707566,80.45833333333333,95,60,12.25092424788988,0.0,0.0,12.433333333333332,26.4,7.311793134421932,14.325000000000001,15.6,13.3,0.6654517916096713,56.791666666666664,69,51,4.393465173628221,0.0,0.0,16.462500000000002,25.9,6.186859321244468,25181.413043714583,2025,2,11,1,Tuesday,42,0
2025-02-12,26114.176922499988,28527.2678749999,22814.885451,1930.5746109760935,10.845833333333333,14.1,9.3,1.3698553292915294,82.33333333333333,91,54,9.48530518711726,2.1,0.5,11.1625,18.4,4.090584363484343,9.1625,11.9,7.0,1.5730923574976112,77.45833333333333,90,67,7.768269723223673,2.4,0.6,12.029166666666667,22.6,5.443023389917446,13.366666666666667,14.4,11.7,0.8349260142523788,72.33333333333333,90,57,10.407633764680153,4.5,1.1,12.258333333333333,20.5,4.593844337491362,26114.176922499988,2025,2,12,2,Wednesday,43,0
2025-02-13,26015.698570749984,28427.0008199999,22589.003649,1950.1927871514215,12.883333333333333,14.9,11.5,1.1377577745826166,90.45833333333333,97,78,6.990547448032124,28.4,5.3,15.7125,25.3,5.042024481254055,12.6875,14.7,10.2,1.324128097047753,89.54166666666667,97,68,7.76267080140685,45.5,8.2,27.445833333333336,45.0,11.574709280475956,14.424999999999999,16.1,13.9,0.7296514951316322,89.375,93,83,3.2679271451620426,6.0,0.8,17.8125,24.1,2.9065611684750343,26015.698570749984,2025,2,13,3,Thursday,44,0
2025-02-14,24061.39301169581,26477.5584859,21134.127395,1815.9803332295962,13.408333333333333,15.8,10.6,1.567861092634517,87.95833333333333,96,69,9.433885117267284,14.8,5.9,20.870833333333334,33.9,5.921917959482432,12.604166666666666,14.3,10.4,1.0564415935486973,83.54166666666667,94,60,9.886218632044285,10.6,1.9,27.729166666666668,37.2,6.012991671421115,15.716666666666667,17.8,15.0,0.8057762482965358,84.25,93,70,7.3735720798939335,16.099999999999998,4.8,16.758333333333333,33.5,7.623756729242261,24061.39301169581,2025,2,14,4,Friday,45,0
2025-02-15,22032.75689940416,24844.325362,19372.4973899,1602.9669524853837,12.391666666666666,18.3,7.4,3.342469363999521,73.33333333333333,92,59,11.720167184839118,0.0,0.0,11.879166666666668,23.2,6.752582705040036,9.220833333333333,13.3,5.3,2.742417081567894,85.125,95,67,9.076067430335671,0.0,0.0,8.183333333333334,29.1,7.442338731682495,13.895833333333334,18.3,9.4,2.836176110106041,74.66666666666667,90,58,9.946232263117736,0.0,0.0,7.804166666666667,20.5,7.653500430559844,22032.75689940416,2025,2,15,5,Saturday,46,1
2025-02-16,21499.466501699997,24201.487131,19835.939992,1192.4598970130348,13.016666666666666,20.3,8.4,4.226897995772629,71.875,90,42,17.12438510479694,0.0,0.0,6.0625,11.1,1.991244421919641,10.754166666666668,14.9,7.1,2.3457601283400966,86.70833333333333,96,69,8.426042274152028,0.0,0.0,7.958333333333333,14.6,3.7711625086525595,14.579166666666666,22.2,10.0,3.6868720295555195,73.5,89,37,15.6899303071581,0.0,0.0,5.233333333333333,18.4,6.911280424165212,21499.466501699997,2025,2,16,6,Sunday,47,1
2025-02-17,22747.955441262482,26195.7157529999,19628.549456,1874.3676144656765,13.5,19.1,8.8,3.5376238647849005,72.79166666666667,86,51,10.52524570266411,0.0,0.0,5.695833333333334,10.9,2.37000810247499,11.845833333333333,14.7,9.4,1.7148910896250413,90.41666666666667,97,73,7.5176121710037185,0.0,0.0,11.5,20.2,4.349912542848969,14.737499999999999,18.9,11.7,2.4312838798354712,73.70833333333333,100,41,16.538437880774346,0.0,0.0,5.491666666666667,18.4,6.380399106139301,22747.955441262482,2025,2,17,0,Monday,48,0
